id,nombre
25878,VIOTÁ
15879,VIRACACHÁ
50711,VISTAHERMOSA
17877,VITERBO
25885,YACOPÍ
52885,YACUANQUER
41885,YAGUARÁ
5885,YALÍ
5887,YARUMAL
97889,YAVARATÉ
5890,YOLOMBÓ
5893,YONDÓ
85001,YOPAL
76890,YOTOCO
76892,YUMBO
13894,ZAMBRANO
68895,ZAPATOCA
47960,ZAPAYÁN
5895,ZARAGOZA
76895,ZARZAL
15897,ZETAQUIRA
25898,ZIPACÓN
25899,ZIPAQUIRÁ
47980,ZONA BANANERA
